datetime,timestamp,requests
2021-01-03 01:00:00+00:00,1609635600,912938
2021-01-03 02:00:00+00:00,1609639200,613918
2021-01-03 03:00:00+00:00,1609642800,441537
2021-01-03 04:00:00+00:00,1609646400,344453
2021-01-03 05:00:00+00:00,1609650000,295468
2021-01-03 06:00:00+00:00,1609653600,321390
2021-01-03 07:00:00+00:00,1609657200,477101
2021-01-03 08:00:00+00:00,1609660800,809342
2021-01-03 09:00:00+00:00,1609664400,1254482
2021-01-03 10:00:00+00:00,1609668000,1737506
2021-01-03 11:00:00+00:00,1609671600,2093699
2021-01-03 12:00:00+00:00,1609675200,2147307
2021-01-03 13:00:00+00:00,1609678800,2335196
2021-01-03 14:00:00+00:00,1609682400,2571651
2021-01-03 15:00:00+00:00,1609686000,2316624
2021-01-03 16:00:00+00:00,1609689600,2177003
2021-01-03 17:00:00+00:00,1609693200,2152264
2021-01-03 18:00:00+00:00,1609696800,2130949
2021-01-03 19:00:00+00:00,1609700400,2058773
2021-01-03 20:00:00+00:00,1609704000,2204178
2021-01-03 21:00:00+00:00,1609707600,2048182
2021-01-03 22:00:00+00:00,1609711200,1984831
2021-01-03 23:00:00+00:00,1609714800,1705482
2021-01-04 00:00:00+00:00,1609718400,1245956
2021-01-04 01:00:00+00:00,1609722000,829361
2021-01-04 02:00:00+00:00,1609725600,561961
2021-01-04 03:00:00+00:00,1609729200,410898
2021-01-04 04:00:00+00:00,1609732800,333161
2021-01-04 05:00:00+00:00,1609736400,288182
2021-01-04 06:00:00+00:00,1609740000,340505
2021-01-04 07:00:00+00:00,1609743600,584423
2021-01-04 08:00:00+00:00,1609747200,976658
2021-01-04 09:00:00+00:00,1609750800,1418578
2021-01-04 10:00:00+00:00,1609754400,1878294
2021-01-04 11:00:00+00:00,1609758000,2173202
2021-01-04 12:00:00+00:00,1609761600,2226911
2021-01-04 13:00:00+00:00,1609765200,2437123
2021-01-04 14:00:00+00:00,1609768800,2422247
2021-01-04 15:00:00+00:00,1609772400,2325617
2021-01-04 16:00:00+00:00,1609776000,2202324
2021-01-04 17:00:00+00:00,1609779600,2023918
2021-01-04 18:00:00+00:00,1609783200,1910715
2021-01-04 19:00:00+00:00,1609786800,1951964
2021-01-04 20:00:00+00:00,1609790400,1964507
2021-01-04 21:00:00+00:00,1609794000,1999368
2021-01-04 22:00:00+00:00,1609797600,1906063
2021-01-04 23:00:00+00:00,1609801200,1562671
2021-01-05 00:00:00+00:00,1609804800,1139286
2021-01-05 01:00:00+00:00,1609808400,803434
2021-01-05 02:00:00+00:00,1609812000,564269
2021-01-05 03:00:00+00:00,1609815600,407702
2021-01-05 04:00:00+00:00,1609819200,332901
2021-01-05 05:00:00+00:00,1609822800,292866
2021-01-05 06:00:00+00:00,1609826400,341730
2021-01-05 07:00:00+00:00,1609830000,592788
2021-01-05 08:00:00+00:00,1609833600,1022182
2021-01-05 09:00:00+00:00,1609837200,1443717
2021-01-05 10:00:00+00:00,1609840800,1916072
2021-01-05 11:00:00+00:00,1609844400,2201363
2021-01-05 12:00:00+00:00,1609848000,2288821
2021-01-05 13:00:00+00:00,1609851600,2411001
2021-01-05 14:00:00+00:00,1609855200,2511481
2021-01-05 15:00:00+00:00,1609858800,2521046
2021-01-05 16:00:00+00:00,1609862400,2386937
2021-01-05 17:00:00+00:00,1609866000,2228409
2021-01-05 18:00:00+00:00,1609869600,2077685
2021-01-05 19:00:00+00:00,1609873200,2071332
2021-01-05 20:00:00+00:00,1609876800,2173550
2021-01-05 21:00:00+00:00,1609880400,2173783
2021-01-05 22:00:00+00:00,1609884000,1941419
2021-01-05 23:00:00+00:00,1609887600,1681840
2021-01-06 00:00:00+00:00,1609891200,1209344
2021-01-06 01:00:00+00:00,1609894800,857439
2021-01-06 02:00:00+00:00,1609898400,577150
2021-01-06 03:00:00+00:00,1609902000,432392
2021-01-06 04:00:00+00:00,1609905600,346804
2021-01-06 05:00:00+00:00,1609909200,304956
2021-01-06 06:00:00+00:00,1609912800,346379
2021-01-06 07:00:00+00:00,1609916400,552277
2021-01-06 08:00:00+00:00,1609920000,942344
2021-01-06 09:00:00+00:00,1609923600,1362322
2021-01-06 10:00:00+00:00,1609927200,1802733
2021-01-06 11:00:00+00:00,1609930800,2154621
2021-01-06 12:00:00+00:00,1609934400,2232875
2021-01-06 13:00:00+00:00,1609938000,2409955
2021-01-06 14:00:00+00:00,1609941600,2539467
2021-01-06 15:00:00+00:00,1609945200,2569325
2021-01-06 16:00:00+00:00,1609948800,2461721
2021-01-06 17:00:00+00:00,1609952400,2384491
2021-01-06 18:00:00+00:00,1609956000,2259910
2021-01-06 19:00:00+00:00,1609959600,2275999
2021-01-06 20:00:00+00:00,1609963200,2317631
2021-01-06 21:00:00+00:00,1609966800,2333962
2021-01-06 22:00:00+00:00,1609970400,2158301
2021-01-06 23:00:00+00:00,1609974000,1711844
2021-01-07 00:00:00+00:00,1609977600,1221684
2021-01-07 01:00:00+00:00,1609981200,834433
2021-01-07 02:00:00+00:00,1609984800,573088
2021-01-07 03:00:00+00:00,1609988400,422673
2021-01-07 04:00:00+00:00,1609992000,344164
2021-01-07 05:00:00+00:00,1609995600,292867
2021-01-07 06:00:00+00:00,1609999200,345682
2021-01-07 07:00:00+00:00,1610002800,576107
2021-01-07 08:00:00+00:00,1610006400,1000279
2021-01-07 09:00:00+00:00,1610010000,1414585
2021-01-07 10:00:00+00:00,1610013600,1837788
2021-01-07 11:00:00+00:00,1610017200,2093937
2021-01-07 12:00:00+00:00,1610020800,2114714
2021-01-07 13:00:00+00:00,1610024400,2202935
2021-01-07 14:00:00+00:00,1610028000,2278350
2021-01-07 15:00:00+00:00,1610031600,2280554
2021-01-07 16:00:00+00:00,1610035200,2218456
2021-01-07 17:00:00+00:00,1610038800,2115374
2021-01-07 18:00:00+00:00,1610042400,1962489
2021-01-07 19:00:00+00:00,1610046000,1922602
2021-01-07 20:00:00+00:00,1610049600,2022762
2021-01-07 21:00:00+00:00,1610053200,2021347
2021-01-07 22:00:00+00:00,1610056800,2113218
2021-01-07 23:00:00+00:00,1610060400,1618899
2021-01-08 00:00:00+00:00,1610064000,1243051
2021-01-08 01:00:00+00:00,1610067600,875087
2021-01-08 02:00:00+00:00,1610071200,602006
2021-01-08 03:00:00+00:00,1610074800,437531
2021-01-08 04:00:00+00:00,1610078400,342831
2021-01-08 05:00:00+00:00,1610082000,289342
2021-01-08 06:00:00+00:00,1610085600,295550
2021-01-08 07:00:00+00:00,1610089200,329080
2021-01-08 08:00:00+00:00,1610092800,477025
2021-01-08 09:00:00+00:00,1610096400,764945
2021-01-08 10:00:00+00:00,1610100000,1138318
2021-01-08 11:00:00+00:00,1610103600,1498634
2021-01-08 12:00:00+00:00,1610107200,1666185
2021-01-08 13:00:00+00:00,1610110800,1827817
2021-01-08 14:00:00+00:00,1610114400,1932711
2021-01-08 15:00:00+00:00,1610118000,1996197
2021-01-08 16:00:00+00:00,1610121600,2051060
2021-01-08 17:00:00+00:00,1610125200,2146332
2021-01-08 18:00:00+00:00,1610128800,2119513
2021-01-08 19:00:00+00:00,1610132400,2092345
2021-01-08 20:00:00+00:00,1610136000,2000891
2021-01-08 21:00:00+00:00,1610139600,1991666
2021-01-08 22:00:00+00:00,1610143200,2012644
2021-01-08 23:00:00+00:00,1610146800,1753709
2021-01-09 00:00:00+00:00,1610150400,1370344
2021-01-09 01:00:00+00:00,1610154000,985260
2021-01-09 02:00:00+00:00,1610157600,668420
2021-01-09 03:00:00+00:00,1610161200,475180
2021-01-09 04:00:00+00:00,1610164800,364858
2021-01-09 05:00:00+00:00,1610168400,287969
2021-01-09 06:00:00+00:00,1610172000,278452
2021-01-09 07:00:00+00:00,1610175600,321542
2021-01-09 08:00:00+00:00,1610179200,457819
2021-01-09 09:00:00+00:00,1610182800,804834
2021-01-09 10:00:00+00:00,1610186400,1398964
2021-01-09 11:00:00+00:00,1610190000,1926150
2021-01-09 12:00:00+00:00,1610193600,2181185
2021-01-09 13:00:00+00:00,1610197200,2400221
2021-01-09 14:00:00+00:00,1610200800,2559639
2021-01-09 15:00:00+00:00,1610204400,2601332
2021-01-09 16:00:00+00:00,1610208000,2660114
2021-01-09 17:00:00+00:00,1610211600,2784698
2021-01-09 18:00:00+00:00,1610215200,2683886
2021-01-09 19:00:00+00:00,1610218800,2685660
2021-01-09 20:00:00+00:00,1610222400,2639479
2021-01-09 21:00:00+00:00,1610226000,2505917
2021-01-09 22:00:00+00:00,1610229600,2382560
2021-01-09 23:00:00+00:00,1610233200,1743237
2021-01-10 00:00:00+00:00,1610236800,1112374
2021-01-10 01:00:00+00:00,1610240400,707989
2021-01-10 02:00:00+00:00,1610244000,473510
2021-01-10 03:00:00+00:00,1610247600,355393
2021-01-10 04:00:00+00:00,1610251200,290609
2021-01-10 05:00:00+00:00,1610254800,279733
2021-01-10 06:00:00+00:00,1610258400,372321
2021-01-10 07:00:00+00:00,1610262000,619499
2021-01-10 08:00:00+00:00,1610265600,1154728
2021-01-10 09:00:00+00:00,1610269200,1551385
2021-01-10 10:00:00+00:00,1610272800,1940983
2021-01-10 11:00:00+00:00,1610276400,2120511
2021-01-10 12:00:00+00:00,1610280000,2184059
2021-01-10 13:00:00+00:00,1610283600,2307690
2021-01-10 14:00:00+00:00,1610287200,2652396
2021-01-10 15:00:00+00:00,1610290800,2713182
2021-01-10 16:00:00+00:00,1610294400,2666288
2021-01-10 17:00:00+00:00,1610298000,2566953
2021-01-10 18:00:00+00:00,1610301600,2436204
2021-01-10 19:00:00+00:00,1610305200,2444067
2021-01-10 20:00:00+00:00,1610308800,2768472
2021-01-10 21:00:00+00:00,1610312400,2642668
2021-01-10 22:00:00+00:00,1610316000,2248572
2021-01-10 23:00:00+00:00,1610319600,1587095
2021-01-11 00:00:00+00:00,1610323200,1015421
2021-01-11 01:00:00+00:00,1610326800,633566
2021-01-11 02:00:00+00:00,1610330400,433882
2021-01-11 03:00:00+00:00,1610334000,339201
2021-01-11 04:00:00+00:00,1610337600,298897
2021-01-11 05:00:00+00:00,1610341200,282830
2021-01-11 06:00:00+00:00,1610344800,390689
2021-01-11 07:00:00+00:00,1610348400,715765
2021-01-11 08:00:00+00:00,1610352000,1310675
2021-01-11 09:00:00+00:00,1610355600,1708070
2021-01-11 10:00:00+00:00,1610359200,2068787
2021-01-11 11:00:00+00:00,1610362800,2224083
2021-01-11 12:00:00+00:00,1610366400,2293397
2021-01-11 13:00:00+00:00,1610370000,2399688
2021-01-11 14:00:00+00:00,1610373600,2709818
2021-01-11 15:00:00+00:00,1610377200,2825211
2021-01-11 16:00:00+00:00,1610380800,2836821
2021-01-11 17:00:00+00:00,1610384400,2680597
2021-01-11 18:00:00+00:00,1610388000,2564007
2021-01-11 19:00:00+00:00,1610391600,2583214
2021-01-11 20:00:00+00:00,1610395200,2624803
2021-01-11 21:00:00+00:00,1610398800,2596258
2021-01-11 22:00:00+00:00,1610402400,2186198
2021-01-11 23:00:00+00:00,1610406000,1574444
2021-01-12 00:00:00+00:00,1610409600,989552
2021-01-12 01:00:00+00:00,1610413200,628478
2021-01-12 02:00:00+00:00,1610416800,428124
2021-01-12 03:00:00+00:00,1610420400,334375
2021-01-12 04:00:00+00:00,1610424000,273910
2021-01-12 05:00:00+00:00,1610427600,265635
2021-01-12 06:00:00+00:00,1610431200,374088
2021-01-12 07:00:00+00:00,1610434800,681858
2021-01-12 08:00:00+00:00,1610438400,1149563
2021-01-12 09:00:00+00:00,1610442000,1455807
2021-01-12 10:00:00+00:00,1610445600,1859987
2021-01-12 11:00:00+00:00,1610449200,2201153
2021-01-12 12:00:00+00:00,1610452800,2219770
2021-01-12 13:00:00+00:00,1610456400,2317525
2021-01-12 14:00:00+00:00,1610460000,2684680
2021-01-12 15:00:00+00:00,1610463600,2804392
2021-01-12 16:00:00+00:00,1610467200,2810622
2021-01-12 17:00:00+00:00,1610470800,2660326
2021-01-12 18:00:00+00:00,1610474400,2512987
2021-01-12 19:00:00+00:00,1610478000,2496198
2021-01-12 20:00:00+00:00,1610481600,2501017
2021-01-12 21:00:00+00:00,1610485200,2533127
2021-01-12 22:00:00+00:00,1610488800,2236188
2021-01-12 23:00:00+00:00,1610492400,1598994
2021-01-13 00:00:00+00:00,1610496000,989450
2021-01-13 01:00:00+00:00,1610499600,619022
2021-01-13 02:00:00+00:00,1610503200,410046
2021-01-13 03:00:00+00:00,1610506800,312892
2021-01-13 04:00:00+00:00,1610510400,271179
2021-01-13 05:00:00+00:00,1610514000,271157
2021-01-13 06:00:00+00:00,1610517600,374917
2021-01-13 07:00:00+00:00,1610521200,714440
2021-01-13 08:00:00+00:00,1610524800,1301274
2021-01-13 09:00:00+00:00,1610528400,1683916
2021-01-13 10:00:00+00:00,1610532000,2063008
2021-01-13 11:00:00+00:00,1610535600,2195619
2021-01-13 12:00:00+00:00,1610539200,2208199
2021-01-13 13:00:00+00:00,1610542800,2296522
2021-01-13 14:00:00+00:00,1610546400,2553475
2021-01-13 15:00:00+00:00,1610550000,2669026
2021-01-13 16:00:00+00:00,1610553600,2614828
2021-01-13 17:00:00+00:00,1610557200,2552657
2021-01-13 18:00:00+00:00,1610560800,2360954
2021-01-13 19:00:00+00:00,1610564400,2370656
2021-01-13 20:00:00+00:00,1610568000,2454244
2021-01-13 21:00:00+00:00,1610571600,2440277
2021-01-13 22:00:00+00:00,1610575200,2109609
2021-01-13 23:00:00+00:00,1610578800,1510405
2021-01-14 00:00:00+00:00,1610582400,974702
2021-01-14 01:00:00+00:00,1610586000,613261
2021-01-14 02:00:00+00:00,1610589600,394335
2021-01-14 03:00:00+00:00,1610593200,307828
2021-01-14 04:00:00+00:00,1610596800,261886
2021-01-14 05:00:00+00:00,1610600400,258724
2021-01-14 06:00:00+00:00,1610604000,369742
2021-01-14 07:00:00+00:00,1610607600,711116
2021-01-14 08:00:00+00:00,1610611200,1305316
2021-01-14 09:00:00+00:00,1610614800,1656263
2021-01-14 10:00:00+00:00,1610618400,1994499
2021-01-14 11:00:00+00:00,1610622000,2108249
2021-01-14 12:00:00+00:00,1610625600,2103520
2021-01-14 13:00:00+00:00,1610629200,2084216
2021-01-14 14:00:00+00:00,1610632800,2293114
2021-01-14 15:00:00+00:00,1610636400,2265205
2021-01-14 16:00:00+00:00,1610640000,2201708
2021-01-14 17:00:00+00:00,1610643600,2133106
2021-01-14 18:00:00+00:00,1610647200,2007911
2021-01-14 19:00:00+00:00,1610650800,1947820
2021-01-14 20:00:00+00:00,1610654400,2057109
2021-01-14 21:00:00+00:00,1610658000,2386718
2021-01-14 22:00:00+00:00,1610661600,1938652
2021-01-14 23:00:00+00:00,1610665200,1607014
2021-01-15 00:00:00+00:00,1610668800,1166768
2021-01-15 01:00:00+00:00,1610672400,794672
2021-01-15 02:00:00+00:00,1610676000,556516
2021-01-15 03:00:00+00:00,1610679600,416650
2021-01-15 04:00:00+00:00,1610683200,335778
2021-01-15 05:00:00+00:00,1610686800,285254
2021-01-15 06:00:00+00:00,1610690400,286627
2021-01-15 07:00:00+00:00,1610694000,374678
2021-01-15 08:00:00+00:00,1610697600,542565
2021-01-15 09:00:00+00:00,1610701200,880686
2021-01-15 10:00:00+00:00,1610704800,1311608
2021-01-15 11:00:00+00:00,1610708400,1649260
2021-01-15 12:00:00+00:00,1610712000,1780101
2021-01-15 13:00:00+00:00,1610715600,1907107
2021-01-15 14:00:00+00:00,1610719200,2040304
2021-01-15 15:00:00+00:00,1610722800,2013260
2021-01-15 16:00:00+00:00,1610726400,2064450
2021-01-15 17:00:00+00:00,1610730000,2153928
2021-01-15 18:00:00+00:00,1610733600,2151256
2021-01-15 19:00:00+00:00,1610737200,2095303
2021-01-15 20:00:00+00:00,1610740800,2019668
2021-01-15 21:00:00+00:00,1610744400,2015339
2021-01-15 22:00:00+00:00,1610748000,1964192
2021-01-15 23:00:00+00:00,1610751600,1770056
2021-01-16 00:00:00+00:00,1610755200,1405565
2021-01-16 01:00:00+00:00,1610758800,970394
2021-01-16 02:00:00+00:00,1610762400,653386
2021-01-16 03:00:00+00:00,1610766000,449737
2021-01-16 04:00:00+00:00,1610769600,348820
2021-01-16 05:00:00+00:00,1610773200,296096
2021-01-16 06:00:00+00:00,1610776800,308914
2021-01-16 07:00:00+00:00,1610780400,352790
2021-01-16 08:00:00+00:00,1610784000,526211
2021-01-16 09:00:00+00:00,1610787600,896232
2021-01-16 10:00:00+00:00,1610791200,1518715
2021-01-16 11:00:00+00:00,1610794800,2042343
2021-01-16 12:00:00+00:00,1610798400,2214106
2021-01-16 13:00:00+00:00,1610802000,2328930
2021-01-16 14:00:00+00:00,1610805600,2395011
2021-01-16 15:00:00+00:00,1610809200,2426492
2021-01-16 16:00:00+00:00,1610812800,2580173
2021-01-16 17:00:00+00:00,1610816400,2809077
2021-01-16 18:00:00+00:00,1610820000,2846625
2021-01-16 19:00:00+00:00,1610823600,2869998
2021-01-16 20:00:00+00:00,1610827200,2841491
2021-01-16 21:00:00+00:00,1610830800,2706292
2021-01-16 22:00:00+00:00,1610834400,2354400
2021-01-16 23:00:00+00:00,1610838000,1739464
2021-01-17 00:00:00+00:00,1610841600,1126029
2021-01-17 01:00:00+00:00,1610845200,699148
2021-01-17 02:00:00+00:00,1610848800,484921
2021-01-17 03:00:00+00:00,1610852400,357316
2021-01-17 04:00:00+00:00,1610856000,306856
2021-01-17 05:00:00+00:00,1610859600,287686
2021-01-17 06:00:00+00:00,1610863200,400571
2021-01-17 07:00:00+00:00,1610866800,713859
2021-01-17 08:00:00+00:00,1610870400,1340006
2021-01-17 09:00:00+00:00,1610874000,1772951
2021-01-17 10:00:00+00:00,1610877600,2201215
2021-01-17 11:00:00+00:00,1610881200,2320686
2021-01-17 12:00:00+00:00,1610884800,2394342
2021-01-17 13:00:00+00:00,1610888400,2477107
2021-01-17 14:00:00+00:00,1610892000,2794173
2021-01-17 15:00:00+00:00,1610895600,2883887
2021-01-17 16:00:00+00:00,1610899200,2831710
2021-01-17 17:00:00+00:00,1610902800,2696419
2021-01-17 18:00:00+00:00,1610906400,2532543
2021-01-17 19:00:00+00:00,1610910000,2535689
2021-01-17 20:00:00+00:00,1610913600,2892380
2021-01-17 21:00:00+00:00,1610917200,2701731
2021-01-17 22:00:00+00:00,1610920800,2244676
2021-01-17 23:00:00+00:00,1610924400,1604998
2021-01-18 00:00:00+00:00,1610928000,1007776
2021-01-18 01:00:00+00:00,1610931600,618869
2021-01-18 02:00:00+00:00,1610935200,422635
2021-01-18 03:00:00+00:00,1610938800,308775
2021-01-18 04:00:00+00:00,1610942400,259955
2021-01-18 05:00:00+00:00,1610946000,273205
2021-01-18 06:00:00+00:00,1610949600,398472
2021-01-18 07:00:00+00:00,1610953200,753702
2021-01-18 08:00:00+00:00,1610956800,1395625
2021-01-18 09:00:00+00:00,1610960400,1759559
2021-01-18 10:00:00+00:00,1610964000,2142342
2021-01-18 11:00:00+00:00,1610967600,2277138
2021-01-18 12:00:00+00:00,1610971200,2344171
2021-01-18 13:00:00+00:00,1610974800,2411662
2021-01-18 14:00:00+00:00,1610978400,2706160
2021-01-18 15:00:00+00:00,1610982000,2843305
2021-01-18 16:00:00+00:00,1610985600,2754098
2021-01-18 17:00:00+00:00,1610989200,2622920
2021-01-18 18:00:00+00:00,1610992800,2497140
2021-01-18 19:00:00+00:00,1610996400,2500355
2021-01-18 20:00:00+00:00,1611000000,2532225
2021-01-18 21:00:00+00:00,1611003600,2522422
2021-01-18 22:00:00+00:00,1611007200,2166088
2021-01-18 23:00:00+00:00,1611010800,1564697
2021-01-19 00:00:00+00:00,1611014400,961433
2021-01-19 01:00:00+00:00,1611018000,582794
2021-01-19 02:00:00+00:00,1611021600,375145
2021-01-19 03:00:00+00:00,1611025200,287507
2021-01-19 04:00:00+00:00,1611028800,247544
2021-01-19 05:00:00+00:00,1611032400,253381
2021-01-19 06:00:00+00:00,1611036000,370828
2021-01-19 07:00:00+00:00,1611039600,724905
2021-01-19 08:00:00+00:00,1611043200,1364666
2021-01-19 09:00:00+00:00,1611046800,1760471
2021-01-19 10:00:00+00:00,1611050400,2155637
2021-01-19 11:00:00+00:00,1611054000,2290780
2021-01-19 12:00:00+00:00,1611057600,2334924
2021-01-19 13:00:00+00:00,1611061200,2406570
2021-01-19 14:00:00+00:00,1611064800,2734249
2021-01-19 15:00:00+00:00,1611068400,2804498
2021-01-19 16:00:00+00:00,1611072000,2728295
2021-01-19 17:00:00+00:00,1611075600,2652074
2021-01-19 18:00:00+00:00,1611079200,2445943
2021-01-19 19:00:00+00:00,1611082800,2429133
2021-01-19 20:00:00+00:00,1611086400,2559853
2021-01-19 21:00:00+00:00,1611090000,2622440
2021-01-19 22:00:00+00:00,1611093600,2070184
2021-01-19 23:00:00+00:00,1611097200,1537125
2021-01-20 00:00:00+00:00,1611100800,926271
2021-01-20 01:00:00+00:00,1611104400,574405
2021-01-20 02:00:00+00:00,1611108000,397330
2021-01-20 03:00:00+00:00,1611111600,301810
2021-01-20 04:00:00+00:00,1611115200,263797
2021-01-20 05:00:00+00:00,1611118800,244439
2021-01-20 06:00:00+00:00,1611122400,368981
2021-01-20 07:00:00+00:00,1611126000,709196
2021-01-20 08:00:00+00:00,1611129600,1357367
2021-01-20 09:00:00+00:00,1611133200,1749747
2021-01-20 10:00:00+00:00,1611136800,2129708
2021-01-20 11:00:00+00:00,1611140400,2207443
2021-01-20 12:00:00+00:00,1611144000,2239233
2021-01-20 13:00:00+00:00,1611147600,2348607
2021-01-20 14:00:00+00:00,1611151200,2616974
2021-01-20 15:00:00+00:00,1611154800,2677661
2021-01-20 16:00:00+00:00,1611158400,2627522
2021-01-20 17:00:00+00:00,1611162000,2506954
2021-01-20 18:00:00+00:00,1611165600,2343377
2021-01-20 19:00:00+00:00,1611169200,2355552
2021-01-20 20:00:00+00:00,1611172800,2490610
2021-01-20 21:00:00+00:00,1611176400,2463365
2021-01-20 22:00:00+00:00,1611180000,2097529
2021-01-20 23:00:00+00:00,1611183600,1487435
2021-01-21 00:00:00+00:00,1611187200,945377
2021-01-21 01:00:00+00:00,1611190800,603258
2021-01-21 02:00:00+00:00,1611194400,409403
2021-01-21 03:00:00+00:00,1611198000,307939
2021-01-21 04:00:00+00:00,1611201600,261249
2021-01-21 05:00:00+00:00,1611205200,252330
2021-01-21 06:00:00+00:00,1611208800,389555
2021-01-21 07:00:00+00:00,1611212400,737048
2021-01-21 08:00:00+00:00,1611216000,1356074
2021-01-21 09:00:00+00:00,1611219600,1705822
2021-01-21 10:00:00+00:00,1611223200,2049414
2021-01-21 11:00:00+00:00,1611226800,2170417
2021-01-21 12:00:00+00:00,1611230400,2106083
2021-01-21 13:00:00+00:00,1611234000,2124522
2021-01-21 14:00:00+00:00,1611237600,2301800
2021-01-21 15:00:00+00:00,1611241200,2300174
2021-01-21 16:00:00+00:00,1611244800,2193526
2021-01-21 17:00:00+00:00,1611248400,2083113
2021-01-21 18:00:00+00:00,1611252000,1955701
2021-01-21 19:00:00+00:00,1611255600,1920111
2021-01-21 20:00:00+00:00,1611259200,2109522
2021-01-21 21:00:00+00:00,1611262800,1908733
2021-01-21 22:00:00+00:00,1611266400,1767478
2021-01-21 23:00:00+00:00,1611270000,1454937
2021-01-22 00:00:00+00:00,1611273600,1099016
2021-01-22 01:00:00+00:00,1611277200,756830
2021-01-22 02:00:00+00:00,1611280800,505610
2021-01-22 03:00:00+00:00,1611284400,362600
2021-01-22 04:00:00+00:00,1611288000,300077
2021-01-22 05:00:00+00:00,1611291600,276516
2021-01-22 06:00:00+00:00,1611295200,287980
2021-01-22 07:00:00+00:00,1611298800,398491
2021-01-22 08:00:00+00:00,1611302400,602744
2021-01-22 09:00:00+00:00,1611306000,934343
2021-01-22 10:00:00+00:00,1611309600,1299114
2021-01-22 11:00:00+00:00,1611313200,1641561
2021-01-22 12:00:00+00:00,1611316800,1795895
2021-01-22 13:00:00+00:00,1611320400,1882851
2021-01-22 14:00:00+00:00,1611324000,1993868
2021-01-22 15:00:00+00:00,1611327600,1978305
2021-01-22 16:00:00+00:00,1611331200,2032910
2021-01-22 17:00:00+00:00,1611334800,2125136
2021-01-22 18:00:00+00:00,1611338400,2064229
2021-01-22 19:00:00+00:00,1611342000,1933027
2021-01-22 20:00:00+00:00,1611345600,1952052
2021-01-22 21:00:00+00:00,1611349200,2030774
2021-01-22 22:00:00+00:00,1611352800,1949929
2021-01-22 23:00:00+00:00,1611356400,1588445
2021-01-23 00:00:00+00:00,1611360000,1228716
2021-01-23 01:00:00+00:00,1611363600,867204
2021-01-23 02:00:00+00:00,1611367200,584684
2021-01-23 03:00:00+00:00,1611370800,421531
2021-01-23 04:00:00+00:00,1611374400,328395
2021-01-23 05:00:00+00:00,1611378000,263715
2021-01-23 06:00:00+00:00,1611381600,250641
2021-01-23 07:00:00+00:00,1611385200,319500
2021-01-23 08:00:00+00:00,1611388800,499631
2021-01-23 09:00:00+00:00,1611392400,900173
2021-01-23 10:00:00+00:00,1611396000,1495496
2021-01-23 11:00:00+00:00,1611399600,2045907
2021-01-23 12:00:00+00:00,1611403200,2288715
2021-01-23 13:00:00+00:00,1611406800,2436590
2021-01-23 14:00:00+00:00,1611410400,2587482
2021-01-23 15:00:00+00:00,1611414000,2602860
